id,x,y,zone
0,584.7534354410058,4512.001899403935,68
1,585.8892487295406,4512.153548225778,161
2,583.8272881474855,4509.082827875361,125
3,585.859884321186,4514.618574008968,143
4,587.3991070059803,4513.0644887826675,141
5,585.8177444406739,4513.587673119076,142
6,585.3627003996792,4513.805168242646,143
7,583.7460287613653,4509.296102322212,158
8,585.8132639622081,4512.084555416768,161
9,585.3170762119929,4513.523422720373,48
10,584.8321161629964,4512.494671462402,48
11,588.764866451803,4515.437259809321,75
12,586.4822254566589,4515.864104462956,238
13,587.3376706040077,4512.425170672951,229
14,584.6217225023094,4510.039574498401,249
15,587.0359510175534,4513.640795387622,237
16,587.4327351305633,4513.113336227926,141
17,586.7541034557851,4512.452651950514,162
18,584.3823458013101,4509.319204144057,114
19,583.1060931397677,4506.944471015714,13
20,585.1714302674393,4509.222756412688,113
21,583.568020569928,4507.503818132413,231
22,585.0315389950263,4512.1625155325855,48
23,588.0423679917159,4514.270984408525,263
24,583.6436141278697,4510.07632296163,158
25,583.1983909455159,4507.803160088674,13
26,585.0268290191354,4511.6563569208965,186
27,585.6478018616001,4512.7632958175145,230
28,585.0285400633895,4512.503918170856,48
29,587.1461447643721,4512.277163981823,229
30,586.4844455762776,4510.551680796004,137
31,588.4133310538832,4516.114438960974,75
32,585.2083547727182,4512.181022997257,100
33,585.024274577781,4513.634884958895,50
34,585.1819987498212,4513.760998433893,50
35,586.6120960686972,4510.8466368633,137
36,586.8103872498465,4515.779384174554,238
37,587.588661771417,4513.145732440016,141
38,586.4177658180178,4513.136339383778,163
39,586.9225102454338,4512.381906433468,162
40,589.43218656869,4523.155430471663,243
41,586.8103872498465,4515.779384174554,238
42,586.1254196067446,4513.3620615492355,163
43,586.4110164066705,4513.132651940547,163
44,586.1273593177789,4513.127793098436,163
45,587.5844416672732,4513.145682526102,141
46,586.7243082242541,4515.687180203141,238
47,585.9968074826088,4514.980421568079,239
48,587.6814254286143,4514.746999012156,236
49,587.6814254286143,4514.746999012156,236
50,585.7328604646947,4513.604719818488,142
51,586.8861528415399,4512.392758155525,162
52,586.1298913784918,4513.127822548149,163
53,585.7400988922441,4513.18369537601,48
54,585.7210828029147,4513.183475223111,48
55,584.2740582633279,4509.743068758899,249
56,585.7353923602027,4513.604749135853,142
57,585.9925884386171,4514.9803725449965,239
58,586.7327455194155,4515.687279098765,238
59,586.1211996391006,4513.362012467312,163
60,586.6120960686972,4510.8466368633,137
61,584.3987628818434,4512.8673059638895,50
62,584.9276319941811,4512.484108747672,48
63,583.084029028474,4507.596745878915,13
64,583.1012674258762,4507.763658310549,13
65,585.1117576687005,4510.779338115913,234
66,585.9356122680606,4510.989806899493,170
67,585.1830883164445,4510.9302813597105,234
68,587.076186342446,4512.948973405759,237
69,586.5450389227138,4512.727485297171,161
70,587.9962889953148,4514.622070442126,236
71,587.0876104918066,4516.337270959587,238
72,585.4565042050118,4508.062087038117,148
73,591.713506464911,4525.03035449839,127
74,585.5481981757613,4511.17608224523,164
75,583.5726606491336,4508.120667630733,231
76,585.9912874844274,4513.905257356255,142
77,583.8715759867162,4510.795207634992,68
78,585.1652036773496,4507.852681072388,148
79,584.7109917359347,4510.595257624156,90
80,589.391738170282,4523.168041576563,243
81,585.8358327025817,4514.405941900568,142
82,588.3747236071663,4514.852046297274,263
83,583.3992086048245,4507.733251849609,231
84,584.0293429996036,4507.5652834231605,231
85,583.1211059639204,4507.455687954417,13
86,583.1521096019735,4507.131522896823,13
87,584.7017865693986,4507.882124468029,144
88,586.0563185488494,4514.918207745348,239
89,585.5687050267107,4512.704649935809,230
90,587.7582002167973,4513.03092100434,141
91,587.3947196138433,4513.094346627001,141
92,588.3854350590291,4516.110186492297,75
93,585.6319403763447,4510.987645970383,164
94,587.79735638361,4515.081655024761,236
95,584.9603348145205,4510.021798649864,234
96,586.1660284647119,4513.983006559884,142
97,585.350461776554,4509.8112313945285,107
98,585.2741324351477,4514.349711732426,143
99,586.7876811574862,4515.766305714298,238
100,585.338331209437,4509.955308912639,107
101,584.7277935557288,4510.196549315584,90
102,586.8056590133655,4515.729989931105,238
103,585.3576618895023,4514.293386843787,143
104,585.9377559295456,4511.00373173015,170
105,586.2231345302332,4511.53517986186,170
106,584.6251104240172,4510.055711283487,249
107,584.7725975369368,4509.520385823008,113
108,587.6655495588116,4514.795539176702,236
109,587.8887466180388,4514.584687833969,236
110,587.2329208488159,4513.314485028767,237
111,585.7688222767242,4512.175722909512,230
112,588.5059307761635,4515.679854410985,75
113,587.0447988019769,4512.938345898586,237
114,584.8493554452017,4509.528702347007,113
115,583.6604834008923,4507.725980046319,231
116,587.1839508694476,4513.157698879546,237
117,584.8072119053343,4510.532631660884,90
118,585.2720712861905,4511.361525673421,186
119,586.5257093014334,4512.737418021946,161
120,586.1159731534165,4512.887407855273,230
121,586.1438020067222,4513.005970534428,163
122,586.2730346558895,4512.912328555584,161
123,583.6581550245778,4506.478971288395,87
124,585.922689984254,4514.339558803066,142
125,586.1359877184452,4510.977056506354,170
126,586.3351417518129,4514.506784293142,142
127,583.6596902156251,4509.660508641473,158
128,587.1265448377542,4512.806523719232,162
129,587.7718325977341,4514.131101880664,237
130,584.6425416074431,4510.4593623521405,90
131,586.0689221309402,4510.724479000063,170
132,586.2367296178969,4511.085253650784,170
133,587.4360839558561,4513.523162251043,237
134,585.9829111895958,4512.947479271407,230
135,584.9552118440072,4510.115109072171,234
136,585.5873809972588,4513.893360518627,142
137,587.823764919554,4514.150369734519,236
138,585.4872902380024,4508.359202138779,148
139,586.8747788133041,4516.347203153282,238
140,585.8605358297935,4513.09804920574,163
141,584.4294208643832,4510.065248024818,249
142,585.4043536673496,4514.650196702845,143
143,587.7142966614367,4513.794019063533,237
144,585.5675090762531,4507.621834627771,232
145,585.935557006537,4513.994538605742,142
146,584.8349838082572,4509.891578037939,113
147,583.4146549165703,4507.764400258263,231
148,586.203736722104,4510.843840492255,137
149,587.4764746721029,4513.162258870389,141
150,587.6245074267173,4513.442899406296,141
151,587.6351529223388,4513.549052618529,141
152,588.5960261821521,4515.238168809723,263
153,585.9436814037398,4514.334362374629,142
154,587.1115674373394,4512.601399233012,162
155,587.3136096315044,4512.957275579456,141
156,586.9942311996841,4516.765500357449,151
157,586.0717320442209,4515.022415435223,239
158,585.824962630282,4512.933545666601,230
159,585.1095133917486,4509.988649199827,234
160,587.0251496665487,4516.841138069329,151
161,585.882168372449,4514.849571169823,143
162,585.4555286669413,4514.801000941768,143
163,584.8274919960702,4511.062548026469,90
164,584.5113506293288,4509.197106846929,114
165,584.9518820124248,4511.318990028443,186
166,586.2836148344353,4515.545691742457,239
167,585.9099244258152,4513.250278748674,163
168,588.5476573912298,4515.105249347676,263
169,585.8600344163439,4513.134014674809,163
170,583.0557205402168,4506.859553798127,13
171,584.0516095815899,4506.74809035578,87
172,585.8444643575984,4509.938282501381,107
173,587.518243926574,4513.02785926977,141
174,588.5547113896138,4514.967108954117,263
175,584.4943843222476,4510.618763966513,90
176,586.7503381732195,4516.540144870819,238
177,585.2728617091474,4514.1010068340765,143
178,583.9463894182254,4507.109714575646,209
179,586.0198941280445,4515.26384267123,239
180,588.870055890766,4515.398664689617,75
181,583.8263253233423,4508.17271238753,231
182,587.6293637207341,4516.83872366427,151
183,583.496864596406,4507.6503078653195,231
184,587.6041996636557,4513.161659327293,141
185,585.6082483593106,4512.869530958927,230
186,585.7317045292775,4510.896318141036,164
187,586.9993318902476,4513.668342820758,237
188,585.9480010963757,4513.809608302038,142
189,587.2466625999964,4512.291237008712,229
190,587.4093429404367,4512.677849631308,229
191,587.9827631187771,4513.739805411495,141
192,588.1205287338591,4513.937289336097,141
193,587.3440565488469,4512.5730508619345,229
194,587.617999988474,4513.065454462699,141
195,583.5275277067824,4507.875469756447,231
196,585.6538636648519,4509.265617230508,79
197,586.5665235353453,4512.293360238561,161
198,584.1356769255261,4508.334197919035,211
199,586.10975478373,4510.102563462465,107
200,583.5795683667362,4508.557056861946,231
201,585.7018592783139,4513.40984952922,48
202,585.7009510532906,4511.204492679785,164
203,586.7649611425667,4511.193893686276,170
204,585.7769664963686,4513.469672160139,48
205,583.7859875786954,4509.858553247977,158
206,586.7407796072339,4511.167853355018,170
207,583.0839190851377,4507.102670831288,13
208,588.8751737981678,4515.021688314371,263
209,588.9175952710704,4515.087257982818,263
210,588.4145550098434,4514.138639120809,263
211,587.4527228473618,4514.16540627219,237
212,587.4954526968365,4514.220645687556,237
213,588.446768696524,4514.232838982733,263
214,585.1440187316599,4512.438520491474,48
215,588.524151512637,4514.332797167956,263
216,586.9237666868867,4513.166741714291,237
217,583.5794492599028,4508.125406994048,231
218,586.6014724020546,4510.77664632993,137
219,584.0584372694135,4510.5571857009745,68
220,583.617371392234,4506.604297752171,87
221,588.174471558999,4515.473944698807,236
222,584.3778039623352,4508.29320636507,211
223,585.2784922299818,4510.825585932139,234
224,583.1166169164094,4507.705544563895,13
225,587.6500628266705,4517.51976771579,166
226,587.5845671558412,4517.337023443217,166
227,585.0891870451486,4509.066604125089,113
228,587.8327915877998,4514.890448718616,236
229,585.475101856553,4513.398013622327,48
230,587.5045931089862,4512.118308112287,229
231,588.1411879578559,4513.414281430482,140
232,587.4897835775578,4512.07838696491,229
233,587.4906830848619,4512.152338885104,229
234,588.4561426162772,4513.949840493782,140
235,584.3026810498916,4511.125392143301,68
236,587.6657524967311,4512.497136936893,229
237,587.8430639647602,4512.694194440673,140
238,587.3412747589888,4511.799410361634,229
239,584.7589184617631,4507.820494246239,144
240,587.3964168239838,4518.316027212901,166
241,588.7472020233616,4517.254181811635,41
242,585.3692494649007,4510.4750247174725,234
243,582.9453789988465,4506.6560407415955,13
244,587.5983846625597,4514.402165004992,236
245,584.2730358374556,4511.70514244961,246
246,586.6618723698584,4512.037790838994,162
247,585.0902707186935,4510.627580010267,234
248,588.3943742422103,4513.404087770788,140
249,588.4550423565502,4513.3919335198525,140
250,587.5294338415433,4514.216273397196,237
251,584.1849430387452,4511.767534222927,246
252,583.6360671078057,4507.494004717594,231
253,585.3010750088736,4510.9910463615115,234
254,586.9871642404522,4513.137732011956,237
255,587.2275018183358,4517.532535128242,166
256,583.907380492213,4511.361710700208,246
257,584.7637061314877,4510.076390565075,234
258,583.9565180717212,4511.443868053588,246
259,584.1663698387187,4511.782311101996,246
260,586.3747625057748,4511.2971376515325,170
261,586.5766957714231,4510.707411958628,137
262,583.6980029678568,4509.19920495692,158
263,586.3970492670574,4513.11428125048,163
264,585.1355635296991,4507.844458312793,148
265,588.0642926602188,4515.201845641398,236
266,586.8224976789206,4515.8123447740645,238
267,584.509038158118,4512.68726478871,246
268,585.0858274010404,4513.799871709507,50
269,585.0285839768034,4509.328363605623,113
270,583.9351952620713,4510.173098800435,158
271,584.1541357986342,4508.278119733101,211
272,584.9858232316815,4513.871997785608,50
273,585.1142332713054,4509.445141792277,113
274,584.3819569058533,4512.853125707095,50
275,583.0406757170865,4506.6940763008515,13
276,585.8904907473219,4515.39046003611,239
277,586.5095708499916,4512.818165030779,161
278,583.8273248800333,4509.832486548133,158
279,583.7901948445882,4506.487788343551,87
280,583.7901948445882,4506.487788343551,87
281,587.2060581169975,4513.509680266991,237
282,584.0984508492566,4506.998306543551,209
283,585.2358916447058,4514.277106719344,143
284,587.2300282775863,4516.538569392605,151
285,583.7490396162052,4510.4603141889875,158
286,587.0690047960967,4513.780073884813,237
287,586.0484294306523,4511.194864004178,170
288,587.4648361250433,4516.482166366698,151
289,586.5124923853103,4513.052235033179,163
290,585.2063082402664,4509.384693475768,113
291,587.7395186475945,4514.48610492951,236
292,587.256933152762,4514.091819005377,237
293,583.0710416151122,4506.766357289974,13
294,585.5664433268864,4511.650690149494,164
295,585.1634423751516,4507.8442232349735,148
296,584.1609957741356,4510.530816332875,68
297,585.8180268588433,4512.577749534658,230
298,586.4752873774187,4512.800234164144,161
299,587.3545829959139,4511.966767712876,229
300,587.3545829959139,4511.966767712876,229
301,588.1628156048685,4514.135747848492,263
